ID_renamed,Act Lic,AirQualityIndex,Airports,Bike Score,Crime Rate,Cum Op St-Ups,Excl Lic/Opt.,Female Population,For. Pat App Fld,Foreign-born,Inv Dis Rec,Iss US Pat,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Iss,Lic w Equ,Male Population,Median Age,NEWCOMPSUPP,New Pat App Fld,New Prod,Non-Excl Lic/Opt,Number of Veterans,Opt Iss,Pro Pat App Fld,St-Ups Cld,St-Ups Formed,St-Ups in Home St,St-Ups w Equ,Tot Discl Lic,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Lic/Opt Exe,Tot Pat App Fld,Total Population,Transit Score,Util Pat App Fld,[ID],City,Fed Res Exp,Gross Lic Inc,INSTITUTION,INSTTYPE,Ind Res Exp,Leg Fees,Lic FTEs,Lic Inc Equ,Lic Inc Other,Lic Inc Pd Oth,Lic Inc Run Roy,MEDSCHL,Oth FTEs,Reimb Leg Fee,STATE,Tot Res Exp
71361,152.71428571428572,44,1,36,55.03000000000001,9,5.857142857142857,154883,0.14285714285714285,16896,177.42857142857142,10.857142857142858,0.42857142857142855,48.57142857142857,34.142857142857146,18,0.8571428571428571,143654,32.7,0.14285714285714285,34.285714285714285,0.3333333333333333,12.142857142857142,13699,4.857142857142857,33.42857142857143,0,1.1666666666666667,0.8333333333333334,0.8333333333333334,31.714285714285715,12.142857142857142,7.714285714285714,2.5714285714285716,22.857142857142858,67.42857142857143,298537,44,0.7142857142857143,71361,Cincinnati,122716310,1332074,Children's Hospital Cincinnati,4HRI,25016251,1236698,6,0,165694,137610,1166380,No,13,552306,OH,364020251
71367,252,45,1,52,72.31,43.166666666666664,16.833333333333332,201623,35.666666666666664,18830,229.66666666666666,48,2.6666666666666665,86.33333333333333,47.333333333333336,29.166666666666668,2,186436,36,0.16666666666666666,153,1.3333333333333333,12.333333333333334,19849,3.5,77.5,6,5.5,3.6666666666666665,5.5,38.833333333333336,16.666666666666668,11.666666666666666,4.333333333333333,32.666666666666664,146.5,388059,44,39.833333333333336,71367,Cleveland,104000000,27448180,Cleveland Clinic,4HRI,61000000,3042547,31.2,16401949,5943231,204092,5103000,Yes,22.1,419382,OH,251000000
71372,196,45,3,17,7.79,11,5,,0,,10,4.5,0.5,80.5,52.5,17.5,3.5,,,0,13,,12.5,,2.5,12.5,0.5,3.5,3.5,2.5,27.5,8.5,6,5.5,20,18.5,,,0.5,71372,Cold Spring Harbor,49063021,6391168,Cold Spring Harbor Laboratory,4HRI,3927113,578764,3.5,0,5831863,302932,559305,No,2,0,NY,99066560
71385,860.5,39,1,58,25.31,63.5,24,,1.8333333333333333,,361.8333333333333,86.33333333333333,1.3333333333333333,363.1666666666667,167,117,7.333333333333333,,,0,164,18.5,93,,7,158,5.166666666666667,10.5,6.666666666666667,6.333333333333333,112.5,10.5,100.5,13,124,314.5,,,4.166666666666667,71385,Ithaca,440806031,8420247,Cornell University,5U,40671859,7289810,9,9456,3668595,434727,4742196,Yes,18,3609426,NY,817533145
71402,406,35,3,69,42.39,18.8,6.333333333333333,347320,41.6,190123,107.33333333333333,26.8,1.1666666666666667,165.83333333333334,126.33333333333333,33.833333333333336,1.6666666666666667,322149,31.8,0,114.8,2,26.833333333333332,18350,4.5,55.166666666666664,0.6,2.6,1.4,1.4,27.75,16.25,21.5,2.1666666666666665,38.333333333333336,104.4,669469,72,1.6,71402,Boston,157218710,8075777,Dana-Farber Cancer Institution,4HRI,61103487,4565855,13,656477,2198420,705403,5220880,No,7,182144,MA,256363626
71405,116.33333333333333,29,3,80,9.78,15.666666666666666,3.3333333333333335,,0,,64,24.666666666666668,0.6666666666666666,73.66666666666667,53.666666666666664,6.166666666666667,0.6666666666666666,,,6.166666666666667,41,0,2.8333333333333335,,0.8333333333333334,40.5,0.16666666666666666,1.3333333333333333,1,0.8333333333333334,8.333333333333334,1.1666666666666667,4.333333333333333,1.5,7,110.16666666666667,,,0.5,71405,Hanover,162130052,1003025,Dartmouth College,5U,12877453,1171315,1.15,15239,781037,15874,206749,Yes,3.2,169750,NH,184878749
71435,871.1666666666666,37,1,38,51.85,61.5,38.166666666666664,136445,0,38642,215.16666666666666,52.333333333333336,3.6666666666666665,251,96.66666666666667,118.33333333333333,13,121153,33.2,0,129.33333333333334,28.166666666666668,80.16666666666667,12528,7.166666666666667,126.83333333333333,1.5,6.333333333333333,3.8333333333333335,4.5,140.16666666666666,73.66666666666667,35.166666666666664,16.666666666666668,125.5,273.3333333333333,257598,28,2.5,71435,Durham,559217000,36765244,Duke University,5U,240640000,4543831,9.2,1124142,8347011,604183,27294091,Yes,14.8,1538138,NC,898699000
71441,16.666666666666668,36,1,43,46.95000000000001,3.8333333333333335,1.8333333333333333,50691,0.6666666666666666,4183,11.5,4,0,6.5,4.833333333333333,2.6666666666666665,0.3333333333333333,39897,26.2,0,4.333333333333333,1,0.8333333333333334,4283,0.16666666666666666,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,2.8333333333333335,0.8333333333333334,1.1666666666666667,0.8333333333333334,2.8333333333333335,11,90588,,0.3333333333333333,71441,Greenville,15079000,154818,East Carolina University,5U,1733000,224256,1,0,81245,0,73573,Yes,2,8501,NC,26549000
71464,0,30,1,51,69.82,0,0,,0,,7,0,0,0,0,0,0,,,0,3,0,0,,0,3,0,0,0,0,0,0,0,0,0,9,,31,0,71464,Daytona Beach,11455846,0,Embry-Riddle Aeronautical University,5U,116160,156600,1,0,0,0,0,No,0,0,FL,13877426
71465,274.6666666666667,40,3,42,60.54,29.5,11.666666666666666,239915,5.833333333333333,32016,227.33333333333334,23.666666666666668,1.8333333333333333,110.5,68,39.666666666666664,2.5,223960,33.8,0,87.33333333333333,10.5,28,18572,3.6666666666666665,79.83333333333333,0.6666666666666666,4.5,2.5,2.1666666666666665,44.166666666666664,17,22,4.333333333333333,43.333333333333336,170,463875,44,1.6666666666666667,71465,Atlanta,332217396,7948859,Emory University,5U,41953278,2343657, ,0,2666797,192931,5282062,Yes, ,952215,GA,478333305
71496,10,31,3,56,29.56,2,3,48466,1,21117,25,4,0,4,1,5,0,44760,47.3,0,15,,2,4367,1,7,0,1,0,0,7,2,1,3,6,14,93226,,7,71496,Boca Raton,25775806,145476,Florida Atlantic University,5U,837815,206570,2,0,49250,7500,96226,No,1,31740,FL,41605782
71501,82.8,26,1,45,59.94,21.4,6.4,100504,2.1666666666666665,16720,63,32.166666666666664,0.4,21,18.6,8.333333333333334,0,89390,26.2,2.6666666666666665,52.666666666666664,3.2,1.8,9575,5,43.333333333333336,0.2,3.5,3.6,0,20,3,5.5,4.833333333333333,13.333333333333334,93.5,189894,30,7.166666666666667,71501,Tallahassee,152654975,497282,Florida State University,5U,1703997,1200000,5, , , , ,Yes,2.5, ,FL,221119645
71510,196,40,1,71,47.97,3.6666666666666665,2.6,338784,0,119840,41,6.25,1.8,143.4,110,13.2,0.5,345659,35.5,0,20.2,6,10.6,29364,1.5,20,0.3333333333333333,1.5,1.25,1.5,16,6,7.75,2,14.4,45.5,684443,60,0.25,71510,Seattle,187132418,18056932,Fred Hutchinson Cancer Research Center,4HRI,13649638,1956045,3,6245638,699332, ,11111962,No,4,1321623,WA,337864102
71543,19,39,3,55,17.95,10,3,37033,2.6666666666666665,27797,45,25,0,8,3.6666666666666665,4,1.3333333333333333,34749,36,387,46.666666666666664,2.5,1,3779,0.3333333333333333,30.666666666666668,0,2,1,1,8,1,0.6666666666666666,2.6666666666666665,4.333333333333333,71,71782,38,13.333333333333334,71543,Fairfax,82317928,119361,George Mason University,5U,1004006,376554,1,0,88470,6873,30891,No,4,38354,VA,96771020
71580,59.142857142857146,33,1,55,48.43,7,5.428571428571429,193511,0,58795,43.57142857142857,8.142857142857142,0.42857142857142855,40.857142857142854,18.428571428571427,10.285714285714286,2.7142857142857144,175517,35.3,0,33.42857142857143,6,4.857142857142857,20636,9.571428571428571,33.42857142857143,1.2857142857142858,2.4285714285714284,1.7142857142857142,1.4285714285714286,23.714285714285715,5.857142857142857,5.285714285714286,8.714285714285714,19.857142857142858,50,369028,31,0,71580,Tampa,28880689,13903344,H. Lee Moffitt Cancer Center & Research Institution,4HRI,4665706,764070,2,0,13900750,128,2594,No,10,62239,FL,133090672
71588,608.5,35,3,96,31.49,63,20,54981,2.1666666666666665,27757,389.3333333333333,75.66666666666667,1.6666666666666667,277.5,128.83333333333334,51.166666666666664,8,55421,31.5,0,217.83333333333334,5,31.166666666666668,2495,27.333333333333332,212.16666666666666,6,10,5.666666666666667,6.666666666666667,117,37.5,29,10.333333333333334,78.5,476.3333333333333,110402,70,3.5,71588,Cambridge,577500000,16086297,Harvard University,5U,48800000,14506042,11.3,2747663,7571439,1538498,5767195,Yes,29.9,9108393,MA,795700000
71648,141.5,46,1,79,64.34,,8,316938,0,37875,97.8,17.2,0.6666666666666666,27,12,8,2,298451,37.5,0,34,0,1.25,39364,9.4,32.75,,,,,35.333333333333336,2,11.5,7,17.4,92.8,615389,56,1.25,71648,Louisville,68068586,1513590,University of Louisville,5U,4998630,1178585,3,1346714,140500,0,26376,Yes,5.5,318301,KY,179498440
71681,350,39,1,69,15.83,27.666666666666668,6.5,31238,1,8606,110,26.333333333333332,1,172,157.5,63.333333333333336,0.16666666666666666,33814,23,61.2,44,9.333333333333334,56.833333333333336,2265,7.333333333333333,31.666666666666668,3.6666666666666665,1.8333333333333333,1.6666666666666667,0.16666666666666666,45.5,12.166666666666666,56.666666666666664,1.8333333333333333,70.66666666666667,73.5,65052,,11.333333333333334,71681,Ames,159452037,3216722,Iowa State University,5U,16611420,955041,6.92,0,19800,0,3196922,No,7.33,377933,IA,351970275
71711,642.8333333333334,43,1,53,73.1,88.4,26.666666666666668,327822,0.6666666666666666,49857,433.6666666666667,80.66666666666667,1.3333333333333333,345.3333333333333,120.5,117.16666666666667,6.666666666666667,294027,34.7,17,374.6666666666667,40.333333333333336,90.5,29540,17.333333333333332,307,1.6,11.166666666666666,9,6.166666666666667,215.33333333333334,51.333333333333336,70.66666666666667,12.5,134.5,590.8333333333334,621849,53,67,71711,Baltimore,1256238912,17928606,Johns Hopkins University,5U,69139900,8730513,18.4,307743,13135199,3236323,4485664,Yes,37.2,3835846,MD,1549936035
71717,59.166666666666664,44,1,54,36.16,6.5,5.333333333333333,48324,0,8701,42,7.833333333333333,0.16666666666666666,42.833333333333336,28.666666666666668,8.5,0.5,45592,27.399999999999995,6,21.333333333333332,3,3.1666666666666665,2986,2.3333333333333335,21.166666666666668,0.8333333333333334,1,0.5,0.3333333333333333,13,2.3333333333333335,7.333333333333333,1.1666666666666667,10.833333333333334,41.166666666666664,93916,,0.16666666666666666,71717,Manhattan,69918000,3203223,Kansas State University Research Foundation,5U,4676000,402507,4,0,1783697,1913,1419526,No,2,215350,KS,188721000
71788,604.6,35,3,69,42.39,77,30.666666666666668,347320,23,190123,324.6666666666667,82.16666666666667,10.6,232,92.2,95.5,3.4,322149,31.8,0,266.6666666666667,5,64.83333333333333,18350,26.833333333333332,214.33333333333334,0.3333333333333333,8.6,4.333333333333333,2,32.6,64.5,46,9.666666666666666,122.33333333333333,470.8333333333333,669469,72,23,71788,Boston,377233128,79690687,The General Hospital dba Massachusetts General Hospital,4HRI,61198128,8976753,16, , ,5061903, ,No,21,5139067,MA,800906919
71789,989.6666666666666,35,3,96,31.49,0,26.666666666666668,54981,0,27757,670.6666666666666,245.5,11,354.8333333333333,115.16666666666667,77.5,5.666666666666667,55421,31.5,0,506,,50.833333333333336,2495,32.666666666666664,369.1666666666667,0.5,20,14,3.6666666666666665,263.8333333333333,43.333333333333336,37.166666666666664,29.666666666666668,110.16666666666667,799.5,110402,70,135.83333333333334,71789,Cambridge,1396980000,34770000,Massachusetts Institute of Technology (MIT),5U,119240000,20380000,23,840000,3000000,3810000,30930000,No,21,10970000,MA,1633891000
71822,54.5,42,1,58,63.46,13.666666666666666,3.5,313839,0.16666666666666666,58321,39.333333333333336,5.833333333333333,0,25.166666666666668,18.833333333333332,4.5,0.8333333333333334,286315,31.600000000000005,0,10.666666666666666,3,1,20615,1,10.333333333333334,0.2,1.8333333333333333,1,0.8333333333333334,8.5,2.1666666666666665,1.1666666666666667,2.1666666666666665,5.5,21,600154,49,0,71822,Milwaukee,107495294,1178819,Medical College of Wisconsin Research Foundation,5U,9964451,525471,3,673333,453930,295108,51556,Yes,1.2,460279,WI,138730287
71846,359.3333333333333,41,1,80,24.24,12.2,9.666666666666666,59777,0.3333333333333333,8371,125.83333333333333,39.833333333333336,0.5,154.16666666666666,92.83333333333333,34.666666666666664,0.6666666666666666,54333,31.399999999999995,28,47.166666666666664,5.166666666666667,25,5327,10,43.666666666666664,1,1,0.8333333333333334,0.6666666666666666,65.33333333333333,8.166666666666666,32.833333333333336,3.6666666666666665,44.666666666666664,106.83333333333333,114110,,2.3333333333333335,71846,East Lansing,272838000,8579211,Michigan State University,5U,9199000,1963832,9,82236,843917,360122,7653058,Yes,10,795078,MI,558248000
71847,38.166666666666664,28,1,51,13.18,20.166666666666668,1.3333333333333333,,1.3333333333333333,,45,4.833333333333333,0,23.833333333333332,3.6,10,0.16666666666666666,,,30.5,10.5,2.25,8.666666666666666,,3.1666666666666665,7.166666666666667,0.16666666666666666,2,1.1666666666666667,0.3333333333333333,11.666666666666666,8,2.6666666666666665,2.5,13.166666666666666,13.833333333333334,,,2,71847,Houghton,28692083,237061,Michigan Technological University,5U,9050734,46406,3,0,237061,0,0,No,1.25,51152,MI,69606717
71869,55.5,36,1,33,34.84,19.833333333333332,5,,0,,37.333333333333336,6.666666666666667,0,24,13,7.166666666666667,1.3333333333333333,,,31.5,14.166666666666666,1.5,2.1666666666666665,,3.6666666666666665,13.333333333333334,0.8333333333333334,2.1666666666666665,2,2.8333333333333335,15.5,0.8333333333333334,7.5,2.5,10.833333333333334,30.333333333333332,,,0.6666666666666666,71869,Starkville,80097000,230248,Mississippi State University,5U,10854000,149314,2,0,52976,5050,177272,No,2,18785,MS,226359000
71881,220.5,39,1,62,32.3,21.666666666666668,12,,0.16666666666666666,,20.5,5.666666666666667,0,53.5,36.166666666666664,21.833333333333332,0,,,0,17,2,9.833333333333334,,27.666666666666668,16.333333333333332,0.3333333333333333,0.8333333333333334,0.8333333333333334,0,28.166666666666668,14.166666666666666,22.333333333333332,13,49.5,28.333333333333332,,21,0,71881,Bozeman,77069796,355325,Montana State University,5U,9822577,290292,3,0,13650,0,341675,No,1.25,143967,MT,106878735
71940,391.6666666666667,45,3,69,28.290000000000003,58.5,17,4468707,0.16666666666666666,3212500,165.16666666666666,68,3,69.33333333333333,27.333333333333332,41,8,4081698,36,0,94.33333333333333,1.5,24,156961,3.8333333333333335,90.5,1.8333333333333333,8.833333333333334,4,7.333333333333333,61.166666666666664,20.833333333333332,12.666666666666666,11.333333333333334,44.833333333333336,182.83333333333334,8550405,89,3,71940,New York,344570000,209104728,New York University,5U,22825000,6082679,8,0,2360835,214133,206743893,Yes,8,1240642,NY,479080000
71954,596.3333333333334,38,1,39,35.35,53.166666666666664,19.333333333333332,232765,8.5,65125,225,38,1.1666666666666667,157.83333333333334,114,68.5,3.6666666666666665,219184,32.8,4.666666666666667,65.16666666666667,11.6,49.166666666666664,16747,33.833333333333336,43,5.666666666666667,7,6.5,2.8333333333333335,119.33333333333333,43.5,47.333333333333336,11.5,102.33333333333333,103.5,451949,29,10.333333333333334,71954,Raleigh,199862000,7601068,North Carolina State University,5U,52836000,1936198,8,0,2362469,28477,5238599,No,13.5,2119117,NC,468293000
71959,6.5,34,1,65,41.32,1.8333333333333333,0.5,37093,0.4,4262,17.833333333333332,1.8,0,1.8333333333333333,0.6666666666666666,0.5,0,33224,23.899999999999995,0,4.833333333333333,0.3333333333333333,0,3667,0.3333333333333333,4,0.3333333333333333,0.3333333333333333,0.16666666666666666,0,0.8333333333333334,0,0.3333333333333333,0.5,0.8333333333333334,9.833333333333334,70317,39,0.4,71959,Flagstaff,20285000,69365,Northern Arizona University,5U,623000,81864,0.25,0,62982,0,6383,No, ,5542,AZ,35206000
71963,235.33333333333334,45,3,89,24.44,33.166666666666664,12.333333333333334,41377,0.5,15003,193.5,74.83333333333333,1.1666666666666667,103.66666666666667,61,30.5,3.3333333333333335,34146,36.8,0,190.16666666666666,3.8,18.166666666666668,2058,9.666666666666666,123.5,1.1666666666666667,9.166666666666666,8,3.5,75.16666666666667,10.166666666666666,15.166666666666666,14.166666666666666,40.166666666666664,217.66666666666666,75523,51,27,71963,Evanston,400287639,62278647,Northwestern University,5U,34424176,3003295,10,3145000,1984766,29869529,57148881,Yes,14,1127917,IL,507346430
71985,196.5,43,1,48,47.43,35,25.833333333333332,435086,26,101129,285.8333333333333,44.166666666666664,0,73.66666666666667,23,38.833333333333336,5.5,413981,32.5,0,151.83333333333334,2.6,13,40238,12.833333333333334,105.5,4.333333333333333,9,6.666666666666667,8.833333333333334,61.166666666666664,19,23.166666666666668,9.5,51.666666666666664,169.33333333333334,849067,30,6.666666666666667,71985,Columbus,467746116,2459946,Ohio State University,5U,119271999,3244726,12,76892,1211257,274884,1171797,Yes,20.5,617569,OH,961996935
71986,16.666666666666668,41,1,63,33.41,5.5,1.3333333333333333,,25,,28.75,10.75,1,4.666666666666667,3.6666666666666665,1.3333333333333333,0.3333333333333333,,,78,54.75,0.6666666666666666,0,,1,18.75,0.75,1.5,1.5,0.5,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,29.75,,,11,71986,Athens,17303000,10593162,Ohio University,5U,6118000,796249,2,0,125000,8875,10468162,Yes,3,431565,OH,61078000
72002,366.8333333333333,42,1,83,57.66,34.333333333333336,12.833333333333334,318671,1.5,86041,120.83333333333333,21,0,173.2,36.6,57.5,3.3333333333333335,313516,36.7,0.4,36.333333333333336,2,44.666666666666664,29940,7.833333333333333,32.333333333333336,1.8333333333333333,3,2.5,1,45.833333333333336,11.166666666666666,50,4.166666666666667,65.33333333333333,80.33333333333333,632187,49,2.5,72002,Portland,265595093,1552033,Oregon Health & Science University,5U,42504058,892150,4.86,0,1159684,38684,392349,Yes,17.4,697568,OR,329855530
72003,281.5,40,1,85,27.350000000000005,24.833333333333332,9.166666666666666,83704,0.3333333333333333,19668,69,14.833333333333334,1,182,113.33333333333333,69,2.5,80839,35.4,6.2,25.666666666666668,8,59.833333333333336,9685,6.166666666666667,21.666666666666668,1.1666666666666667,3,3.1666666666666665,2.5,40.166666666666664,5.666666666666667,64.16666666666667,5.333333333333333,75.16666666666667,51.833333333333336,164543,29,2.3333333333333335,72003,Corvallis,153017000,9263191,Oregon State University,5U,9792000,1055409,5,0,32376,709691,9230815,No,4,589576,OR,245317000
72010,14,41,1,51,22.429999999999996,37.4,5.5,,0,,77,15.5,0,7.8,23.4,15.333333333333334,2.6666666666666665,,,0,25.833333333333332,1.4,9.833333333333334,,0,25.333333333333332,0.25,4.2,4.2,2.4,9.6,2.8333333333333335,10.333333333333334,2.6,15.333333333333334,59,,,3.1666666666666665,72010,Logan,120369000,1161046,Utah State University,5U,4404000,238686,2,0,72839,0,1088207,No,2,0,UT,175353000
72031,169.5,39,1,78,24.290000000000003,52.166666666666664,12.333333333333334,,0,,138.16666666666666,43.666666666666664,0.3333333333333333,85,46,22.166666666666668,4.166666666666667,,,5.666666666666667,104.66666666666667,3.4,9.833333333333334,,5.166666666666667,70.83333333333333,2.5,7,5.333333333333333,2.1666666666666665,36.833333333333336,9.333333333333334,7.666666666666667,10.333333333333334,27.333333333333332,145,,41,30.833333333333332,72031,State College,510057000,1957775,Pennsylvania State University,5U,79128000,1814408,5.5,0,1352822,90757,604953,Yes,7.5,1236574,PA,801348000
72060,48.5,42,1,83,57.66,5.666666666666667,2.3333333333333335,318671,2.3333333333333335,86041,19.166666666666668,4.833333333333333,0,31.833333333333332,1.6666666666666667,24.666666666666668,0.8333333333333334,313516,36.7,0.5,11.166666666666666,1.1666666666666667,22.333333333333332,29940,1.5,7.5,0.4,1,1.2,0.6,12.666666666666666,4,20.5,1.6666666666666667,26.166666666666668,16.166666666666668,632187,49,2,72060,Portland,40320367,610987,Portland State University,5U,669615,203657,2,0,586232,0,24755,No,2,83526,OR,62531665
72068,31.75,47,3,88,11.12,15.5,4.4,41650,5.6,20428,104,30.4,2,39.8,14.4,9.4,0.2,42581,33.3,3,138.6,1,5,2604,5,107.6,0.2,2.6,0.6,0.4,26,2.4,7.6,4.4,14.4,157.2,84231,,38.2,72068,Princeton,158721707,142231000,Princeton University,5U,8641545,1452741,3,0,666000,1617106,141565000,No,3,962741,NJ,194185000
72075,405.75,42,1,63,18.22,71.16666666666667,30.333333333333332,36857,0,5697,299.3333333333333,75.16666666666667,1,168.33333333333334,91.16666666666667,76,1.2,34313,33.5,26,164.33333333333334,3.6666666666666665,45.666666666666664,5045,20.333333333333332,153.8,4.666666666666667,13.333333333333334,10.666666666666666,1.2,157.66666666666666,27.75,46.25,7.75,96.33333333333333,397.6666666666667,71170,44,4.8,72075,West Lafayette,224196000,6377899,Purdue Research Foundation,5U,42498000, ,6,1329133,1737168, ,3311598,No,10, ,IN,576435000
72104,56,44,3,49,58.01,19.333333333333332,7,1148942,20.333333333333332,696210,104.33333333333333,52,0.3333333333333333,18.333333333333332,6.666666666666667,9.333333333333334,2,1149686,32.6,0,104.16666666666667,1.5,2.3333333333333335,71898,3,72.83333333333333,2,2.5,2,1,32.5,3.1666666666666665,3.8333333333333335,5.333333333333333,12.333333333333334,119.83333333333333,2298628,36,11,72104,Houston,76825165,2512799,Rice University,5U,11031346,2617567,6,0,2507810,3665,4989,No,7,1132355,TX,121502799
72134,191.33333333333334,60,1,43,26.89,11.833333333333334,2.3333333333333335,701081,4.5,373842,41,10.333333333333334,0.16666666666666666,100.16666666666667,46.333333333333336,16.833333333333332,0.6666666666666666,693826,34.5,0,40.833333333333336,1,14.5,92489,2.1666666666666665,24.333333333333332,0,1.6666666666666667,0.8333333333333334,0.6666666666666666,10.5,8.333333333333334,8.5,2.1666666666666665,19,55,1394907,37,3.8333333333333335,72134,San Diego,44538760,8443889,Salk Institution for Biological Studies,4HRI,4625500,664829,2.25,0,8066491,135783,377398,No,6.75,438015,CA,99178000
72140,100.25,60,1,43,26.89,22.333333333333332,6.8,701081,3.6666666666666665,373842,35.666666666666664,2.8333333333333335,0,37.5,37.5,8.5,1.6666666666666667,693826,34.5,1.25,24.666666666666668,5,2,92489,2.5,21,0.8,2.1666666666666665,2.4,2.5,12.8,1.5,5.8,3.8333333333333335,11,24.6,1394907,37,3,72140,San Diego,46870141,584536,San Diego State University,5U,316864,182086,2, , , , ,No,1.25,44777,CA,56630400
72222,1551.75,52,3,78,11.94,,33,37945,5.5,31857,490.1666666666667,199.8,5.166666666666667,630.8333333333334,158.83333333333334,92.66666666666667,15.666666666666666,42493,33.5,0,299.6666666666667,21.5,59.666666666666664,1376,22.5,269.25,,20,18.333333333333332,16.666666666666668,77,13,27,5,115.16666666666667,597.5,80438,40,13.25,72222,Stanford,692367999,95110075,Stanford University,5U,88135818,9580062,22,3183799,13222508,728689,78703768,Yes,20,3777870,CA,946378322
72280,479.1666666666667,,,,,59.5,19.166666666666668,,18.5,,223.16666666666666,32.166666666666664,1.3333333333333333,229.83333333333334,171.83333333333334,37.333333333333336,2,,,0,105.83333333333333,4.333333333333333,18.166666666666668,,25.833333333333332,58.5,1.5,6,5.166666666666667,2.5,113.83333333333333,16.333333333333332,42,4.833333333333333,63.166666666666664,111.66666666666667,,,24.166666666666668,72280,,304437000,10154487,Texas A&M University System,5U,71559000,1930687,13,0,963977,383959,9190510,Yes,7,571928,TX,866678000
72284,41.333333333333336,,,,,22.666666666666668,8,,1.6666666666666667,,93,2.3333333333333335,0,29,18.333333333333332,9.333333333333334,2.3333333333333335,,,0,36.666666666666664,3,1.3333333333333333,,3.6666666666666665,29.333333333333332,2,6,5.333333333333333,2,16.333333333333332,2,3,8,13,56,,,5.666666666666667,72284,,47060000,368303,Texas Tech University System,5U, , ,2,0,22520,41600,345783,Yes,2.5, ,TX,208190000
72299,45.8,42,3,67,57.59000000000001,10.8,3.8,826172,5.2,205339,57.2,8.4,0,47,23.4,9.4,1.2,741270,34.1,1,23.8,0,5.6,61995,2.2,15.8,0,1.4,1,0.8,12.8,5.4,3.6,2.6,11.6,31.6,1567442,67,2.8,72299,Philadelphia,56436686,1060000,Thomas Jefferson University,5U,9306428,360000,3,0,100000,8500,960000,Yes,2,19000,PA,74863271
72320,47.833333333333336,41,1,66,75.79,9.5,2.5,203881,0,21679,47,5.666666666666667,1.1666666666666667,17.5,10.833333333333334,4.666666666666667,0.8333333333333334,185736,35.9,0,26.666666666666668,0.6666666666666666,2.1666666666666665,17388,2.3333333333333335,26,0,2.8333333333333335,1.8333333333333333,1.1666666666666667,8.666666666666666,1.1666666666666667,2,3.8333333333333335,7,46.5,389617,44,0.6666666666666666,72320,New Orleans,93412191,2172377,Tulane University,5U,15079509, ,2,0,68750,0,2103627,Yes,2, ,LA,122042024
72341,215,38,1,31,78.38,30.666666666666668,5.166666666666667,112789,3.3333333333333335,8258,91.33333333333333,15,1,135.83333333333334,86.33333333333333,24,2.1666666666666665,102122,35.6,1.5,35.5,1.1666666666666667,18.833333333333332,13212,1.1666666666666667,35.5,0.16666666666666666,2.3333333333333335,1.8333333333333333,1.6666666666666667,31.5,13.166666666666666,9.5,2.5,25.166666666666668,80.5,214911,21,0,72341,Birmingham,328531000,3596587,The UAB Research Foundation,5U,48540000,1669247,5.35,0,1607606,709012,1988981,Yes,4,415688,AL,516229000
72342,9.166666666666666,39,1,40,33.74,11.2,1.1666666666666667,97350,0.16666666666666666,12691,21.833333333333332,3.3333333333333335,1,6.666666666666667,6.166666666666667,1.8333333333333333,1,91764,38.1,0.2,8.333333333333334,1,0.6666666666666666,16637,0.6666666666666666,5.833333333333333,1.6666666666666667,2.8333333333333335,2.8333333333333335,2.6666666666666665,5.833333333333333,0.3333333333333333,0.5,1.6666666666666667,2.5,11.5,189114,11,2.3333333333333335,72342,Huntsville,50619988,1028941,University of Alabama in Huntsville,5U,16603747,99876,1,0,1000000,0,28941,No,1,15189,AL,76633195
72345,315.1666666666667,49,1,66,54.47,61.8,15.333333333333334,266781,0.5,82220,161.16666666666666,23.166666666666668,0.16666666666666666,85.66666666666667,48.833333333333336,47.166666666666664,2.1666666666666665,264893,33.6,0,79.33333333333333,3.2,31.833333333333332,38182,18.5,74.16666666666667,2.6,7.5,6,2.6,64.33333333333333,25.666666666666668,24.333333333333332,15.666666666666666,65.66666666666667,153.33333333333334,531674,35,4.666666666666667,72345,Tucson,269959000,3895882,University of Arizona,5U,15558000,1692140,8.25,0,3152053,39216,743829,Yes,6.5,778984,AZ,606219000
72354,60.666666666666664,32,1,57,57.73,18,8.833333333333334,139977,17.5,50558,108.5,70.83333333333333,0,25.666666666666668,10.5,13.333333333333334,3,130940,33.1,0,107.83333333333333,1,4.5,12782,5.333333333333333,58.666666666666664,0.25,6.333333333333333,4.333333333333333,2.1666666666666665,33.166666666666664,3.5,8.833333333333334,6.333333333333333,18.666666666666668,143.6,270917,33,31.666666666666668,72354,Orlando,88814000,1582117,University of Central Florida,5U,8175000,1684908,5,0,522871,19800,1059246,Yes,8,160097,FL,215519000
