ID_renamed,Act Lic,AirQualityIndex,Airports,Bike Score,Crime Rate,Cum Op St-Ups,Excl Lic/Opt.,Female Population,For. Pat App Fld,Foreign-born,Inv Dis Rec,Iss US Pat,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Iss,Lic w Equ,Male Population,Median Age,NEWCOMPSUPP,New Pat App Fld,New Prod,Non-Excl Lic/Opt,Number of Veterans,Opt Iss,Pro Pat App Fld,St-Ups Cld,St-Ups Formed,St-Ups in Home St,St-Ups w Equ,Tot Discl Lic,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Lic/Opt Exe,Tot Pat App Fld,Total Population,Transit Score,Util Pat App Fld,[ID],City,Fed Res Exp,Gross Lic Inc,INSTITUTION,INSTTYPE,Ind Res Exp,Leg Fees,Lic FTEs,Lic Inc Equ,Lic Inc Other,Lic Inc Pd Oth,Lic Inc Run Roy,MEDSCHL,Oth FTEs,Reimb Leg Fee,STATE,Tot Res Exp
72356,192.16666666666666,44,1,36,55.03,22.5,9.833333333333334,154883,0.16666666666666666,16896,106.16666666666667,16.5,0,38.166666666666664,16.666666666666668,19.666666666666668,1.1666666666666667,143654,32.7,0,43.166666666666664,1,9.833333333333334,13699,4.166666666666667,42.5,2.25,3.6666666666666665,2.1666666666666665,0.16666666666666666,27.8,6.333333333333333,13.833333333333334,3.6666666666666665,23.833333333333332,85.33333333333333,298537,44,0.5,72356,Cincinnati,95731701,384998,University of Cincinnati,5U,22309582,532317,2.6,0,378248,25390,6750,Yes,2.8,124875,OH,199951378
72357,237.33333333333334,37,1,86,24.97,100.66666666666667,21,51000,108.66666666666667,12993,233.66666666666666,41.5,0.8333333333333334,141.83333333333334,67.5,36.5,9.666666666666666,56342,29,10,306.5,7.25,15.5,4061,16.666666666666668,117.66666666666667,4.666666666666667,10,8.166666666666666,4.833333333333333,65.33333333333333,11,20.166666666666668,22,53.166666666666664,226.83333333333334,107342,47,101,72357,Boulder,570365660,6311884,University of Colorado,5U,52831797,1519558,11.5,23304,1795130,61296,4493450,Yes,10.55,815047,CO,775055566
72358,89.83333333333333,36,1,45,10.47,26.666666666666668,6.833333333333333,,0,,77,26.166666666666668,0,49,20.5,9.666666666666666,3.3333333333333335,,,20.166666666666668,40.333333333333336,0.75,2.8333333333333335,,4.333333333333333,36.666666666666664,1.1666666666666667,4.4,3.5,3.4,22.5,3.5,5.833333333333333,4.666666666666667,14,81.83333333333333,,,3.5,72358,Storrs,137980000,944520,University of Connecticut,5U,10073000,983503,5.5,0,521010,12874,423510,Yes,3,175199,CT,172065000
72361,38.666666666666664,42,3,61,58.46,5.666666666666667,3.1666666666666665,,5.25,,49.833333333333336,13.75,0,17,15.666666666666666,5.833333333333333,1,,,0,66.75,1,2.6666666666666665,,0.2,53.25,3,2.1666666666666665,1,1.3333333333333333,9.833333333333334,0.6666666666666666,3.3333333333333335,2,6,61.75,,27,8,72361,Newark,93690993,118108,University of Delaware,5U,8951614,552598,3,0,24720,0,93388,No,2,165560,DE,137402359
72371,54,20,1,51,25.47,8.333333333333334,4.4,,0.2,,46,6.2,0,18.666666666666668,10,4.166666666666667,0.8333333333333334,,,0,48.6,1.5,0.3333333333333333,,1.1666666666666667,47,1,2,2,0.6666666666666666,6.666666666666667,0.8333333333333334,3,1.5,5.333333333333333,59.5,,56,0.6,72371,Honolulu,280357000,265974,University of Hawaii,5U,76096900,235022,5,0,164620,0,101354,Yes,0.5,17737,HI,400510000
72372,53.333333333333336,44,3,49,58.01,17.333333333333332,4,1148942,10.5,696210,57,20,2,18.833333333333332,12.333333333333334,5.5,1.1666666666666667,1149686,32.6,0.2,53.166666666666664,0.6,1.5,71898,1,42.666666666666664,0.5,3.3333333333333335,3,1.6666666666666667,10,0.8333333333333334,3.5,2.1666666666666665,6.5,76.83333333333333,2298628,36,0,72372,Houston,58458000,21986096,University of Houston,5U,9604000,2097098,6,0,165257,8752,21820839,No,2,10067,TX,150628000
72373,42.333333333333336,36,1,58,24.14,2.8333333333333335,3.8333333333333335,,3.1666666666666665,,21.166666666666668,5.833333333333333,0,20,11.166666666666666,7.5,0.16666666666666666,,,0,16.666666666666668,0.2,3.6666666666666665,,1.1666666666666667,7,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,9.666666666666666,1,7,0.6666666666666666,8.666666666666666,16.666666666666668,,,6.5,72373,Moscow,56544247,418460,University of Idaho,5U,2068669,291520,2,0,0,270292,418460,No,1,123709,ID,97492825
72379,121,46,1,46,37.88,72.66666666666667,6.833333333333333,160456,0,28613,66.66666666666667,29,0.3333333333333333,22.333333333333332,26.5,7.833333333333333,0,154032,34.4,0,18.5,0,1,16661,0.3333333333333333,0,1.5,5.166666666666667,4.5,0,8.833333333333334,2,1,5.166666666666667,8.166666666666666,18.5,314488,27,18.5,72379,Lexington,215931915,1047630,University of Kentucky Research Foundation,5U,12991634,1295502,2,0,0,0,1047630,Yes,1,174155,KY,265722936
72389,400,41,1,71,27.850000000000005,119.83333333333333,33,58281,1.1666666666666667,20717,372.5,114.83333333333333,3.3333333333333335,290.3333333333333,196.5,98.66666666666667,8.333333333333334,58789,28.100000000000005,0,156.83333333333334,7.5,65.66666666666667,3614,24.833333333333332,137,0.5,12.333333333333334,8.833333333333334,7.666666666666667,162.66666666666666,34.333333333333336,61.666666666666664,27.5,123.5,330.1666666666667,117070,49,18.666666666666668,72389,Ann Arbor,734623556,78779947,University of Michigan,5U,91388631,6971334,11,45896,71288641,1168588,7445410,Yes,19,4136537,MI,1299244971
72390,752.3333333333334,41,1,83,54.24,45.6,39.5,204388,1.1666666666666667,70769,309,54.166666666666664,2.3333333333333335,391,264.8333333333333,124,7.166666666666667,206547,32.4,0,119.66666666666667,11,84.5,15217,5,111.5,2.6,12.333333333333334,9.166666666666666,7.166666666666667,163.66666666666666,66,50.666666666666664,12.333333333333334,129,202.33333333333334,410935,55,6.5,72390,Minneapolis,486400000,18526963,University of Minnesota,5U,26155000,4239806,19,0,2387670,1852227,16139293,Yes,13,1710889,MN,910195000
72392,255,,,,,28,29.5,,0,,153.5,37.666666666666664,2,76.5,33.333333333333336,33.333333333333336,0.3333333333333333,,,0,73.5,3.6666666666666665,3.8333333333333335,,36.833333333333336,70.16666666666667,2,6,4.666666666666667,0.3333333333333333,65.83333333333333,21,43.166666666666664,6,70.16666666666667,137.33333333333334,,,3.3333333333333335,72392,,140343562,7951548,University of Missouri all campuses,5U,11498249,2016039,18.5,0,460642,0,7490906,Yes,10.5,731049,MO,321181916
72399,155.83333333333334,30,3,59,12.53,5.6,4.333333333333333,,2,,37.5,4.333333333333333,0,59.333333333333336,35.6,38.666666666666664,0.3333333333333333,,,1.5,9.166666666666666,5.6,15.4,,0.6666666666666666,3.2,0,0.8,0.8,0.4,16,29,15.6,0.8333333333333334,39.333333333333336,8.833333333333334,,,2,72399,Durham,64148186,732714,University of New Hampshire,5U,9462144,225563,3,0,572108,0,160606,No,4,81371,NH,104471295
72401,577.5,37,1,50,22.75,62.333333333333336,32.666666666666664,136445,0,38642,142.83333333333334,33.333333333333336,0.5,92.66666666666667,46,48.333333333333336,19.666666666666668,121153,33.2,0,73,3.2,15.666666666666666,12528,3.6666666666666665,71,1.5,9,7.333333333333333,6.166666666666667,49.833333333333336,12.166666666666666,15.166666666666666,24.666666666666668,52,150.33333333333334,257598,37,2,72401,Chapel Hill,593890145,2951592,University of North Carolina Chapel Hill,5U,29368257,3373817,8,0,2542494,71182,409098,Yes,8,2603353,NC,732305668
72404,28.166666666666668,45,3,39,46.29999999999999,0,1,422843,0,143404,21.166666666666668,2.1666666666666665,0,15.5,11,2.5,0.16666666666666666,414126,32.6,0.3333333333333333,5.333333333333333,0.3333333333333333,1.5,39182,1.5,5.333333333333333,0.16666666666666666,0.5,0.3333333333333333,0,3.5,1.1666666666666667,1.8333333333333333,1,4,9.833333333333334,836969,22,0,72404,Fort Worth,21295812,6983,University of North Texas Health Science Center,5U,2376447,55746,1.25,0,0,0,6983,Yes,1,13444,TX,39235790
72406,9,40,1,56,18.26,1.5,2.25,33969,0.25,5082,10.5,1.5,0,5.5,7.5,2.25,0,34488,37.2,250,2.75,1.75,0,4800,0.5,1.75,0.5,1,1,0,5.75,1.5,1,0.25,2.75,3.5,68457,20,1,72406,Cedar Falls,14000000, ,University of Northern Iowa,5U,1075000,32200,0.5, , ,0, ,No,0.25,0,IA,38900000
72407,35.666666666666664,42,1,58,63.78,9.5,5.333333333333333,53274,0.16666666666666666,8779,60.166666666666664,14.166666666666666,0,13.5,4,8.166666666666666,2,50483,32.4,6.666666666666667,51.333333333333336,1.5,2.8333333333333335,3708,2.1666666666666665,47.666666666666664,0.16666666666666666,2.1666666666666665,1.3333333333333333,1.5,18.166666666666668,2.8333333333333335,3,4.5,10.333333333333334,82.66666666666667,103757,,3.5,72407,South Bend,83709500,586427,University of Notre Dame,5U,4796232,760636,3.5,0,239172,698,347255,No,0.2,216564,IN,190954170
72411,142.33333333333334,41,1,72,46.4,19.5,2.1666666666666665,84377,1.3333333333333333,14503,35.166666666666664,6,0,46,24.833333333333332,39,1,79071,33.4,16.666666666666668,13.333333333333334,5.166666666666667,36.833333333333336,8896,0.5,10.666666666666666,0.16666666666666666,1.5,1.3333333333333333,0.8333333333333334,17.666666666666668,10.666666666666666,24.666666666666668,4.166666666666667,39.5,20,163448,32,1.3333333333333333,72411,Eugene,68103597,8037987,University of Oregon,5U,476948,236382,4.25,0,6895690,84941,1142297,No,1.75,114768,OR,73519886
72416,613,42,3,67,57.59,54.833333333333336,24.5,826172,1.3333333333333333,205339,388.5,82.5,3.1666666666666665,216,115.33333333333333,89.16666666666667,5.333333333333333,741270,34.1,0,133.33333333333334,4.6,64.66666666666667,61995,26,129.5,8.333333333333334,14.833333333333334,14.333333333333334,14.666666666666666,163.66666666666666,31,72.66666666666667,11.5,115.16666666666667,273,1567442,67,2.3333333333333335,72416,Philadelphia,684639118,41992115,University of Pennsylvania,5U,99074576,8846576,14,9999584,22180022,290750,9812509,Yes,42,4272390,PA,888442377
72424,31.333333333333332,37,1,38,27.350000000000005,2,1.3333333333333333,42712,0,10631,20,6,0,22,16.666666666666668,5,0,38365,39.9,2,16.333333333333332,4,3.6666666666666665,4702,1,14,0.5,0,0,0,5,4.333333333333333,1.6666666666666667,0,6,31.333333333333332,81077,,2.3333333333333335,72424,Kingston, ,192878,University of Rhode Island,5U, ,252562,1,70136,45750,0,76992,No,1.5,11267,RI, 
72425,134.83333333333334,40,1,60,62.95000000000001,32.833333333333336,8.666666666666666,109673,0,17735,138.16666666666666,33.833333333333336,2.8333333333333335,60,28,19.333333333333332,2.1666666666666665,100135,31.399999999999995,0,62.333333333333336,4,10.666666666666666,7288,5,59.166666666666664,1.6666666666666667,2.6666666666666665,2.1666666666666665,1.1666666666666667,34.5,3.3333333333333335,14,7,24.333333333333332,149.66666666666666,209808,41,3.1666666666666665,72425,Rochester,257368000,22386564,University of Rochester,5U,25912000,2635644,6,131816,976832,27158,21277916,Yes,8.5,1506355,NY,342361000
72428,8.2,36,1,34,58.14,2,3.75,103030,1,7234,16,2.25,1,4,1.8,3.4,0.2,91275,38,0,11,0,0.25,11939,0.6666666666666666,8,0,1.2,1.2,0.2,7,0.8,2,2,3.8,11,194305,,4.8,72428,Mobile,47231332,2327964,University of South Alabama,5U,7394071,204000,2,0,0,0,2327964,Yes,3,0,AL,55592056
72429,51.833333333333336,36,1,35,63.78,22.5,3.8333333333333335,65707,0.6666666666666666,6074,59.666666666666664,21.333333333333332,0.16666666666666666,10,6.833333333333333,5.333333333333333,0.8333333333333334,67686,28,26.666666666666668,43.166666666666664,2.6666666666666665,1.5,5708,3.6666666666666665,42,1,2.8333333333333335,2.4,0.3333333333333333,26.333333333333332,1,3.3333333333333335,4.666666666666667,9,90,133393,0,0.5,72429,Columbia,90453000,243944,University of South Carolina,5U,9411000,578054,2.5,0,155387,0,88557,Yes,1.5,90051,SC,208736000
72431,249.5,33,1,55,48.43,49.833333333333336,15.5,193511,0,58795,178.33333333333334,90.33333333333333,0.16666666666666666,88,28.5,50,5,175517,35.3,0,94,2.6666666666666665,34.5,20636,18.333333333333332,91.33333333333333,5.166666666666667,9,7.166666666666667,3,52.166666666666664,24.833333333333332,32.5,11,68.33333333333333,266.3333333333333,369028,31,2.6666666666666665,72431,Tampa,221045000,2455127,University of South Florida,5U,28499000,2292435,7.03,158785,2143316, ,153026,Yes,7.27,492318,FL,494241000
72432,230,73,3,59,30.51,53.5,16.833333333333332,2012898,0.5,1485425,224.5,74.5,1.3333333333333333,52.833333333333336,23.333333333333332,27.666666666666668,10.833333333333334,1958998,35,6,130.83333333333334,1.5,10.833333333333334,85417,7.166666666666667,130.33333333333334,1.1666666666666667,8.833333333333334,6,7.166666666666667,68.66666666666667,9.333333333333334,11.666666666666666,13.833333333333334,34.833333333333336,239.16666666666666,3971896,53,0.6666666666666666,72432,Los Angeles,421226936,6465170,University of Southern California,5U,32861868,3126005,8.88,159139,857364,193376,5448667,Yes,12.73,1477412,CA,691031888
72438,168.16666666666666,41,1,30,58.10999999999999,31.166666666666668,7.333333333333333,95334,16.333333333333332,10285,122.5,26.833333333333332,0.16666666666666666,44.833333333333336,20.666666666666668,13.166666666666666,1.8333333333333333,89978,33.1,0.6,57.166666666666664,3.1666666666666665,5.833333333333333,10897,5.333333333333333,39.833333333333336,0.6666666666666666,3.8333333333333335,3.6666666666666665,1.6666666666666667,22.5,5.833333333333333,9.333333333333334,3.3333333333333335,18.5,82,185312,27,0.6666666666666666,72438,Knoxville,162073930,3036281,University of Tennessee,5U,30187918,688352,8,2026088,508571,35412,501622,Yes,10,284713,TN,313691401
72448,293,43,1,74,52.79999999999999,162.83333333333334,53.5,94296,0,32166,213.5,69,2.6666666666666665,105,48.333333333333336,75.83333333333333,15.833333333333334,98364,32.1,0,94.5,3.8333333333333335,22.333333333333332,6829,8,86.16666666666667,9.166666666666666,17.666666666666668,14,13.5,124.16666666666667,17.333333333333332,48.833333333333336,17.666666666666668,83.83333333333333,237.5,192660,44,8.333333333333334,72448,Salt Lake City,253437799,60038273,University of Utah,5U,81348846,2188549,9.96,533408,50722533,446406,8782332,Yes,31.4,472271,UT,417249441
72501,125.33333333333333,39,1,51,55.85,17.333333333333332,5.166666666666667,115496,25.166666666666668,15741,102,10.833333333333334,0,35.166666666666664,22.666666666666668,9.5,2.3333333333333335,104793,33.6,6.333333333333333,122.83333333333333,0,4.333333333333333,12538,3,79.66666666666667,0.6666666666666666,2.8333333333333335,3.3333333333333335,3,11.5,3.5,6.166666666666667,2.8333333333333335,12.5,117.83333333333333,220289,,18,72501,Richmond,142447000,2570679,Virginia Commonwealth University,5U,6924000,514882,3,211012,1132454,72307,1227213,Yes,2,335765,VA,218925000
72502,161.33333333333334,38,1,65,22.540000000000003,16.333333333333332,13.5,,1.5,,151.66666666666666,23.666666666666668,0,59.2,27.8,25.666666666666668,0,,,22.25,99.5,1.6666666666666667,12.166666666666666,,7.333333333333333,94.33333333333333,1.8333333333333333,4.333333333333333,3,0,129.4,18,10.666666666666666,4.333333333333333,33,135.5,,38,2.8333333333333335,72502,Blacksburg,196096000,1968947,Virginia Tech Intellectual Properties Inc.,5U,30292000,1135560,3.75,963,170131,261742,1797853,Yes,4.5,806601,VA,504282000
72506,,38,1,29,55.23,18.666666666666668,5.333333333333333,128712,0,24302,78,13.5,1.3333333333333333,12,10.75,19.25,1.5,112520,34.7,,37.25,,13,14521,2.25,36,2,4.25,2.5,0,12,,,5,21.5,61.666666666666664,241232,,0,72506,Winston-Salem,155946761,2206265,Wake Forest University,5U,11682448, ,5, , , , ,Yes,6, ,NC,200133060
72513,1802.8333333333333,45,1,58,76.01,26.833333333333332,8.666666666666666,162659,16.833333333333332,21802,138.83333333333334,28.833333333333332,0.5,237.33333333333334,0,46.5,1,153026,35,0,94.33333333333333,1.2,37.833333333333336,17060,8.5,56,1.3333333333333333,3,2,1.6666666666666667,37.25,,,3,55,93.83333333333333,315685,43,21.5,72513,St. Louis,487155000,29715064,Washington University in St. Louis,5u,125425000,2269441,7, , ,425254, ,Yes,11,964775,MO,612580000
72514,82.66666666666667,44,1,52,78.06,18.6,2.3333333333333335,357859,0.16666666666666666,39861,61,15.166666666666666,0,29.166666666666668,19,4.166666666666667,1.3333333333333333,319265,34.8,0.75,28.833333333333332,0.5,1.8333333333333333,29511,2.1666666666666665,28,1.4,1.8333333333333333,1.5,1.1666666666666667,9,1.5,2,2.8333333333333335,6.333333333333333,62.333333333333336,677124,36,0.6666666666666666,72514,Detroit,109586000,695000,Wayne State University,5U,18719000,1106512,4,0,585256,0,109744,Yes,6,109332,MI,213878000
72518,31,39,1,40,42.42,8.6,4,,0.2,,39.4,5.4,0,6.8,6.4,5.8,0.6,,,2,24.2,2,1.8,,0.8,15.2,0.8,1.2,0.8,0.2,9.8,1.4,3.4,1.8,6.6,24.2,,,8.8,72518,Morgantown,50278608,27793,West Virginia University,5U,17490045,159350,1,1279,10000,0,16514,Yes,3,25280,WV,97675215
72526,101.2,35,3,96,31.49,13.2,4.6,54981,17.8,27757,29.2,15.8,1,58.4,25.8,15,1.4,55421,31.5,0,52.6,1,10.4,2495,3.6,20.8,0.4,2.2,1.6,1.6,26.4,7.2,5.2,6.2,18.6,57,110402,70,14,72526,Cambridge,12755000,6329410,Whitehead Institute for Biomedical Research,4HRI,435605,1251987,5,1116993,871246,1347724,4341171,No,0,756326,MA,47402000
72548,13.5,34,3,64,23.96,6,2,51166,0,19024,31.5,3.5,0,13,13,2,0,43793,38.6,0,9,0,0,4185,0,8,0,1,1,0,1,0,2,0,2,17,94959,,1,72548,Falmouth,172136096,433633,Woods Hole Oceanographic Institution,4HRI,0,156877,1,0,0,0,433633,No,2.5,0,MA,203269655
72554,8.666666666666666,42,1,47,67.43,0,0.16666666666666666,73966,0,7381,14.5,2.8333333333333335,0,4,2.5,1.1666666666666667,0,66631,32.8,0,5.166666666666667,0,1,8465,0.5,5.166666666666667,0,0,0,0,1.6666666666666667,0.3333333333333333,1.1666666666666667,0.16666666666666666,1.6666666666666667,9.333333333333334,140597,,0,72554,Dayton,26931000,28137,Wright State University,5U,1983000,119372,1,0,16700,0,11437,Yes,1,0,OH,54289000
72579,23,42,1,58,63.46,0,1,313839,3,58321,12,7,0,21,0,1,0,286315,31.6,,8,,0,20615,0,4,0,0,0,0,1,0,1,0,1,8,600154,49,1,72579,Milwaukee,9320000,925802,Marquette University,5U,942000,151708,2,0,925802,0,0,No,0,122382,WI,24816000
72596,21.4,47,1,52,57.31,5,0.8,119151,0,37070,25,12.2,0,9.8,9.8,1.6,0,122292,35.7,0.75,12.2,1.3333333333333333,0.8,17089,0.2,11.8,0,0.6,0.6,0.2,1.2,0.8,1,0,1.8,43.2,241443,24,0.4,72596,Reno,167286328,165193,University of Nevada at Reno,5U,1559500,268301,2,0,0,0,165193,Yes,1,40617,NV,177179597
72597,52,39,1,31,45.79999999999999,36.833333333333336,1.8333333333333333,430475,3.6666666666666665,128897,39.166666666666664,10.166666666666666,0,5.5,1.6666666666666667,4.5,0.8333333333333334,396646,34.3,1.5,60.833333333333336,0.5,2.6666666666666665,36046,7.333333333333333,41.166666666666664,0,3.6666666666666665,3.3333333333333335,0.6666666666666666,4,9.5,1,1.3333333333333333,11.833333333333334,58.166666666666664,827121,27,15.833333333333334,72597,Charlotte,26212688,37298,University of North Carolina Charlotte,5U,4846711,294137, ,0,10500,0,26798,No, ,0,NC,34149924
