YEAR,[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE,Tot Res Exp,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,St-Ups w Equ,Lic FTEs,Oth FTEs,Transit Score,Bike Score,AirQualityIndex,Airports,Crime Rate,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born
2014,96045,The Catholic University of America,No,Washington,DC,5U,24123000,0,19799013,65000,244158,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,434668,434668,0,0,0,0,0,0,2,,0,0,0,0,0,0.2,0,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2013,96045,The Catholic University of America,No,Washington,DC,5U,18672246,1,17738634,50000,142000,0,5,,0,0,0,1,6,,0,1,0,0,0,1,1,0,0,420025,420025,3,3,0,3,0,3,2,,0,0,0,0,0,0.2,0,100,92,41,3,57.97,33.8,319705,352523,672228,25963,95117
2015,97017,Boyce Thompson Institution for Plant Research,No,Ithaca,NY,4HRI,11870000,3,6728000,353466,99601,15032,5,0,0,3,0,0,2,3,3,0,0,0,0,2,0,59515,0,59515,0,7,12,13,3,2,6,1,0,0,0,0,0,0,1,0.5,,58,39,1,25.31,,,,,,
2014,97017,Boyce Thompson Institution for Plant Research,No,Ithaca,NY,4HRI,9734108,7,6074000,606000,98359,7000,5,2,0,7,0,0,4,4,6,1,0,0,0,2,0,222000,0,222000,0,4,29,20,5,4,9,1,,0,0,0,0,0,1,1,,58,39,1,25.31,,,,,,
2013,97017,Boyce Thompson Institution for Plant Research,No,Ithaca,NY,4HRI,8477000,2,7486000,270000,91000,0,9,2,0,2,0,0,3,0,2,0,0,0,0,9,9,0,0,69575,69575,8,2,0,2,0,4,0,1,0,0,0,0,0,1,2,,58,39,1,25.31,,,,,,
2015,98001,WiSys Technology Foundation,No,Madison,WI,5U,12800000,7,8000000,0,216533,64816,17,2,0,1,5,1,5,1,3,4,2,0,0,11,8,122817,0,141386,18569,56,12,4,5,3,8,4,6,10,0,1,1,0,1,4,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2014,98001,WiSys Technology Foundation,No,Madison,WI,5U,10400000,8,5200000,0,287481,65119,15,3,0,0,7,1,10,1,4,4,5,0,0,11,5,54300,0,66845,12545,23,14,2,5,7,12,6,0,10,1,1,1,0,1.5,2.5,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2015,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1069077000,70,533286000,23708000,8538786,1426330,587,8,1,22,37,11,158,50,58,12,294,0,8,336,268,5290000,150000,39970000,34680000,387,150,0,81,69,250,161,34,77,2,2,6,1,18,43,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2014,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1108564000,68,548388000,23056000,7902496,1477711,569,11,2,18,35,15,130,40,51,17,285,2600000,6,298,262,2655000,166000,43400000,38145000,417,109,0,50,59,221,166,45,69,1,3,10,2,18,72,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2013,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1123501000,63,555875000,22168000,9639635,1500000,536,6,2,23,29,11,421,40,46,17,236,0,7,287,246,0,185000,94170000,94170000,386,167,0,62,105,308,157,89,65,2,4,7,2,18,72,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2012,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1189794000,60,580661000,23152000,8960353,1400000,515,10,0,13,37,10,294,31,41,19,183,0,6,301,234,2900000,260000,41100000,38200000,373,144,0,78,66,256,153,64,59,3,3,4,0,18,51,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2011,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1111641832,62,593632834,27968000,9540000,2300000,541,14,0,15,35,12,112,38,52,10,88,1640000,5,284,234,1930000,212000,57730000,54160000,357,114,0,61,53,222,156,88,56,1,3,4,0,20,51,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2010,99018,UW-Madison/WARF,Yes,Madison,WI,5U,1029000000,62,545189000,11594000,9780000,1250000,529,15,2,17,33,12,121,34,49,13,,0,3,266,237,3540000,233000,54300000,50760000,356,109,0,64,45,216,133,80,65,3,4,5,3,24,46,35,66,40,1,33.1,30.7,122596,126360,248956,9707,30090
2015,99020,University of West Florida,No,Pensacola,FL,5U,30666117,0,11568423,17,12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,808,808,3,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,,47,27,1,64.85,,,,,,
2014,99020,University of West Florida,No,Pensacola,FL,5U,26713306,2,9008464,0,3520,0,2,2,0,1,1,0,2,0,2,0,0,0,0,2,2,0,0,7220,7220,2,0,0,0,0,0,0,1,0,0,0,0,0,0.05,0.45,,47,27,1,64.85,,,,,,
2012,99020,University of West Florida,No,Pensacola,FL,5U,14079406,1,12857676,105737,12540,0,7,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0.5,0.45,,47,27,1,64.85,,,,,,
2011,99020,University of West Florida,No,Pensacola,FL,5U,15538928,2,13156061,108802,3315,0,6,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,,0,0,0,0,0,0.5,0.45,,47,27,1,64.85,,,,,,
2010,99020,University of West Florida,No,Pensacola,FL,5U,16117797,0,10779521,5338276,14301,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,0,0,0,0,0,0.5,0.45,,47,27,1,64.85,,,,,,
2015,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,339670870,20,74573888,2795539,1379722,341775,253,6,0,11,9,0,20,14,20,0,0,0,3,110,87,1820960,9159,6596346,4775386,35,12,0,12,0,27,9,,0,0,0,0,0,3,3,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2014,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,323357158,24,70961324,2027535,1633550,617955,296,3,0,9,15,0,16,19,22,2,0,0,2,159,80,26726290,10761,29555155,2828865,41,18,0,17,1,44,8,,0,0,0,0,0,3,3,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2013,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,315814938,10,85964322,2148701,1214659,248993,326,3,0,2,8,0,12,7,10,0,0,0,1,169,123,620819,4628,4137675,3516856,43,13,0,12,1,26,7,2,0,0,0,0,0,3,3,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2012,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,309831750,16,88060040,1325700,851205,135667,299,2,0,6,10,0,11,14,16,0,0,0,1,180,113,438289,4424,3270546,2832257,40,11,0,10,1,27,8,0,0,0,0,0,0,3,2,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2011,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,299348142,20,94831378,1267521,613435,138389,280,1,0,8,12,0,12,17,18,2,0,0,1,163,112,1463917,6129,3705967,2242050,42,11,0,10,1,19,7,,0,0,0,0,0,3,2,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2010,100083,St. Jude Children's Research Hospital,No,Memphis,TN,4HRI,286874360,10,81641857,2265636,669292,166697,267,1,0,3,7,0,9,9,10,0,0,0,1,116,78,1484968,6557,3404464,1919496,36,10,0,9,1,18,5,1,0,0,0,0,0,3,2,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2015,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,713892000,116,514541000,10182000,4492884,2175879,374,17,2,42,61,13,146,79,96,20,,0,0,188,64,3186110,128706,4555221,1369111,307,83,0,82,1,249,66,6,,,4,11,1,7,11,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2014,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,697577000,150,517310000,8693000,4012916,1997270,336,21,5,78,56,16,195,120,141,9,,0,1,189,66,13129231,188908,39840770,26711539,274,88,0,87,1,243,74,3,,,4,6,0,6.75,11.35,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2013,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,759392000,155,555390000,8836000,4374582,2438959,292,23,6,99,45,11,193,118,141,14,,0,0,178,60,2907033,275679,4101508,1194475,254,78,0,78,0,269,51,6,,,6,9,3,5.9,11,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2012,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,780405000,132,573719000,7859000,4446780,2582095,241,21,3,74,46,12,147,101,122,10,,0,0,165,57,3292968,221017,4215544,922576,310,123,1,121,1,274,49,8,,,6,9,0,6.6,11,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2011,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,801236000,105,597548000,7427000,3776717,2284472,242,9,1,66,35,4,115,90,99,6,,18724,0,157,57,2924900,138324,3880594,936970,257,87,0,87,0,219,37,12,,,2,2,0,6.6,11,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2010,100267,University of Pittsburgh,Yes,Pittsburgh,PA,5U,737025000,80,532714000,5161000,3344849,2241677,220,16,4,38,32,10,87,53,69,11,,0,0,139,47,3414320,232747,3839157,424837,225,69,0,69,0,181,33,14,,,5,6,,6.25,11.15,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2015,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,133660341,27,34290738,11097000,804780,636325,454,1,0,0,24,3,5,23,24,3,2,0,0,311,310,7500,76,1154779,1147279,35,28,1,20,7,47,16,3,14,1,0,0,0,5,1,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2014,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,125823882,32,26110854,11658000,758895,495008,354,12,3,1,30,1,24,16,28,4,0,0,0,303,303,15000,0,876112,861112,51,29,0,15,4,50,13,0,17,0,0,0,0,5.2,1,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2013,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,125501000,40,30625000,10194000,1018667,903415,367,6,2,1,37,2,23,32,38,2,0,0,0,288,284,100320,0,925153,824833,44,22,0,14,8,60,15,0,18,2,2,2,2,3.2,2,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2012,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,123199000,42,34189000,9300000,908272,643649,376,11,1,5,34,3,30,23,34,8,0,0,0,212,212,800,0,1146246,1145446,31,22,0,17,5,39,11,,19,3,3,3,1,4.2,2,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2011,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,120007162,32,37586541,7987000,607367,508857,358,8,1,4,26,2,14,18,26,6,0,0,0,196,191,34950,0,901106,866156,27,13,0,9,4,25,8,,23,3,2,2,1,4.1,2,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2010,109486,University of Arkansas Fayetteville,No,Fayetteville,AR,5U,113905871,64,33670887,9985315,586895,319512,363,8,3,44,14,6,14,51,59,5,0,0,0,208,,65900,0,688589,622689,34,12,0,8,4,23,8,0,23,0,4,5,3,4,1.3,,50,42,1,27.97,27.1,41959,40873,82832,4744,6313
2015,2000007,Duquesne University,No,Pittsburgh,PA,5U,16159000,1,5004000,574000, , ,,,,,,,1,,,1,,0,,1,,2500,0,2500,0,5,5,,5,,5,4,,3,,,,, , ,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2014,2000007,Duquesne University,No,Pittsburgh,PA,5U,15025000,0,4670000,474000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,6,8,0,3,0,1,1,0, , ,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2013,2000007,Duquesne University,No,Pittsburgh,PA,5U,14767000,3,4343000,328000, , ,3,3,1,0,0,3,9,0,3,0,3,0,0,0,0,0, ,0,0,1,1,0,1,0,1,10,0,4,0,1,3,1, , ,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2012,2000007,Duquesne University,No,Pittsburgh,PA,5U,10000000,0,6000000,250000, , ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,4,0,4,5,,1,0,1,1,0, , ,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2011,2000007,Duquesne University,No,Pittsburgh,PA,5U,15243000,1,8739981,1955218, ,0,2,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,9,6,0,6,0,6,5,,1,0,1,1,0, , ,55,55,41,1,37.79,32.9,149690,154695,304385,17728,28187
2012,2000008,Florida International University,Yes,Miami,FL,5U,84199120,0,69471684,2404359,105034,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50000,0,62035,12035,20,15,0,15,0,17,1,0,0,0,0,0,0,0.5,2.5,57,64,34,3,54.37,40.4,215840,225149,440989,7233,260789
2011,2000008,Florida International University,Yes,Miami,FL,5U,84162535,0,68145804,2023336,134882,22656,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,12351,12351,15,5,0,5,0,9,3,,0,0,0,0,0,0.5,2.5,57,64,34,3,54.37,40.4,215840,225149,440989,7233,260789
2010,2000008,Florida International University,Yes,Miami,FL,5U,76746403,1,61220094,857660,99330,24381,4,1,0,0,1,0,2,0,1,0,0,0,0,3,2,5000,0,24942,19942,24,7,0,7,0,10,1,,0,0,0,0,0,0.5,2.5,57,64,34,3,54.37,40.4,215840,225149,440989,7233,260789
2011,20000011,Keck Graduate Institution of Applied Life Sciences,No,Los Angeles,CA,4HRI,1500000,0,1400000,100000,15000,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,100000,100000,5,,,,,2,,,1,1,0,0,0,0,0,53,59,73,3,30.51,35,1958998,2012898,3971896,85417,1485425
2012,20000016,Rush University Medical Center,Yes,Chicago,IL,4HRI,82895088,2,57391845,17336909,346081,59068,28,2,0,1,1,0,2,0,2,0,3,0,1,10,3,303064,58250,5510591,5207527,23,8,0,8,0,10,3,1,8,0,0,0,0,2,1,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2011,20000016,RUSH-Presbyterian-St. Luke's Medical Ctr,Yes,Chicago,IL,4HRI,87453952,4,65519388,19993169,365431,114633,26,3,0,4,0,0,4,1,4,0,2,0,1,8,4,675700,1250,4003069,3327369,33,14,0,14,0,16,5,1,8,0,0,0,0,2,1,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2010,20000016,RUSH-Presbyterian-St. Luke's Medical Ctr,Yes,Chicago,IL,4HRI,90862128,2,67085690,23077138,285274,63430,22,0,0,1,0,1,2,1,1,1,1,0,0,6,4,769465,0,1021150,251685,18,2,0,2,0,6,7,1,8,0,0,0,2,2,1,65,72,45,3,50.91,34.2,1320015,1400541,2720556,72042,573463
2015,20000253,University of South Dakota,Yes,Vermillion,SD,5U,25403032,0, , ,152880,39175,2,0,0,0,0,0,0,0,0,0,,0,0,2,1,25000,0,27404,2404,7,26,17,6,2,9,2,,,,,,,0,1,,74,28,1,25.5,,,,,,
2013,20000253,University of South Dakota,Yes,Vermillion,SD,5U,18089000,1,15274128,124261,105854,26463,1,1,0,0,1,0,1,0,1,0,,0,0,1,1,0,0,9615,9615,11,13,7,6,0,9,0,0,2,0,1,1,0,0.25,0.25,,74,28,1,25.5,,,,,,
2012,20000253,University of South Dakota,Yes,Vermillion,SD,5U,17311580,0,14322825,87417,29142,5358,2,0,0,0,0,0,0,0,0,0,10, ,0,2,2, ,0,52487, ,8,3,,,,4,0,,1,0,0,0,0,0.2,0.2,,74,28,1,25.5,,,,,,
2011,20000253,University of South Dakota,Yes,Vermillion,SD,5U,34000000,0,18000000,100000, , ,1,0,0,0,0,0,0,0,0,0,10,0,0,1,1,49680,0,50000,320,3,5,1,4,0,4,,1,1,0,0,0,0,0.1,0.1,,74,28,1,25.5,,,,,,
2010,20000253,University of South Dakota,Yes,Vermillion,SD,5U,34500000,0,18700000,100000,30570,30570,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,25000,0,25000,0,4,1,0,1,0,0,0,0,2,0,2,2,0, , ,,74,28,1,25.5,,,,,,
2015,20070261,University of Alabama,No,Tuscaloosa,AL,5U,58234000,6,28988000,2252000,532019,80686,25,4,1,1,1,4,9,0,4,2,0,0,0,4,3,75000,1773,79171,4171,42,20,0,20,0,48,12,0,0,0,4,4,1,0.25,3,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2014,20070261,University of Alabama,No,Tuscaloosa,NS,5U,53140000,4,26161000,2060000,610620,100629,19,2,1,1,1,2,4,2,4,0,0,0,0,3,3,0,521,6728,6728,58,52,11,19,22,33,13,0,6,0,0,0,0,0.25,2.75,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2013,20070261,University of Alabama,No,Tuscaloosa,AL,5U,55443000,4,28375000,2040000,569517,167642,24,2,,0,1,3,4,2,4,0,0,0,0,3,2,0,565,9054,9054,48,59,23,23,13,36,2,0,6,0,2,2,2,0.25,2.75,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2012,20070261,University of Alabama,No,Tuscaloosa,AL,5U,55885000,4,33023000,2657000,448607,182567,20,2,1,1,2,1,4,0,2,2,0,0,0,3,2,0,2269,18294,18294,36,47,22,11,14,25,4,0,4,1,1,1,0,1,1,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2011,20070261,University of Alabama,No,Tuscaloosa,AL,5U,53633000,3,32999000,3392000,614529,349038,16,2,0,0,3,0,3,0,2,1,0,0,0,5,2,0,1992,8593,8593,30,41,20,13,8,21,3,0,4,0,0,0,0,1,1,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2010,20070261,University of Alabama,No,Tuscaloosa,AL,5U,40762000,3,26364000,2735000,663219,333886,15,2,0,0,3,0,5,0,2,1,0,0,0,3,1,76500,0,77051,551,31,45,26,17,2,26,1,0,4,1,0,0,0,1,2,,37,35,1,47.41,29.1,47293,51045,98338,3647,4706
2015,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,72815396,88,55437513,0,431362,9175,251,0,0,70,18,0,16,88,88,0,0,0,0,222,,2439051,32250,2494773,55722,12,23,5,11,4,15,2,1,0,0,0,0,0,1.25,3,,55,26,1,14.16,,,,,,
2014,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,72218134,53,57727272,220820,316475,73008,229,2,0,35,16,2,10,51,53,0,0,0,0,174,7,2140244,25875,2190106,49862,9,15,7,4,4,8,6,2,,,,0,,1.25,3,,55,26,1,14.16,,,,,,
2013,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,66876000,32,59160000,160000,243625,56759,190,0,0,26,5,1,9,31,31,1,0,0,0,145,5,1754420,14875,1808020,53600,13,21,8,9,4,13,9,2,3,0,1,1,2,1.25,2.5,,55,26,1,14.16,,,,,,
2012,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,52565000,40,46832000,120000,232234,19412,159,0,0,36,4,0,4,40,40,0,0,0,0,164,6,1471097,49250,1495122,24025,8,3,0,3,0,6,3,1,,,,,,1.5,2.5,,55,26,1,14.16,,,,,,
2011,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,69300000,45,58800000,120000,219000,60421,135,0,0,29,16,0,8,45,45,0,0,0,0,123,3,1368861,368075,1375861,7000,9,2,0,2,0,7,0,,,,,0,,1.5,2.5,,55,26,1,14.16,,,,,,
2010,20100270,The Jackson Laboratory,No,Bar Harbor,ME,4HRI,66100000,27,52700000,200000,150000,78000,89,0,0,18,9,0,3,27,27,0,0,0,0,64,3,1196000,250000,1200000,4000,10,3,0,3,0,15,3,,0,0,0,0,0,1.5,2.5,,55,26,1,14.16,,,,,,
2011,20100272,Boston College,No,Boston,MA,5U,42075693,3,31953038,1967921,310273,114312,5,2,1,0,0,3,8,0,2,1,0,0,0,4,0,41316,0,41316,0,20,34,17,12,5,17,4,0,5,0,0,2,1,1,0.6,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2010,20100272,Boston College,No,Boston,MA,5U,43571332,3,33290696,2654777,305755,70650,2,1,1,1,1,1,5,1,2,1,0,0,0,6,1,134411,0,134424,13,15,8,0,8,0,17,8,,2,1,0,0,0,1,0.75,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2014,20100276,University of Memphis,No,Memphis,TN,5U, ,1, , ,158806,0,10,1,0,0,1,0,1,0,1,0,0,0,0,3,2,12500,0,22132,9632,13,17,0,11,6,18,4,,2,0,1,0,0,1,1,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2013,20100276,University of Memphis,No,Memphis,TN,5U,38578555,1,18472111,4771409,178626,0,10,1,0,0,1,0,1,0,1,0,0,0,0,2,1,18899,0,19927,1028,20,14,3,5,6,16,4,,2,0,0,0,0,1,1,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2012,20100276,University of Memphis,No,Memphis,TN,5U,37556074,4,22003523,5034139,171006,0,9,3,1,0,2,2,5,1,4,0,0,0,0,5,3,23812,0,34437,10625,7,22,9,3,10,13,4,1,2,0,2,2,2,1,1,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2010,20100276,University of Memphis,No,Memphis,TN,5U, ,, , , ,24000,,,,,,,,,,,,0,0,2,0,50500,0,50500,0,18,16,6,5,5,10,1,,0,0,0,0,0,1,0.5,22,41,45,1,81.14,34.1,312237,343523,655760,31189,43318
2015,20100281,University of Texas System,Yes,,TX,5U,2666087913,252,1140353230,272384129,10549414,4997645,1085,54,13,149,50,53,381,148,202,50,14,807466,10,553,289,24427645,1180289,57746934,32511823,874,443,41,358,44,743,220,26,195,14,26,30,11,52.4,48.9,,,,,,,,,,,
2014,20100281,University of Texas System,Yes,,TX,5U,2572881753,163,1129614939,274912291,10106355,4785085,1054,59,21,44,81,38,296,69,128,35,,13019637,10,479,272,7914506,3108124,52690395,31756252,830,402,21,343,38,710,209,22,211,5,18,27,16,51.8,43.3,,,,,,,,,,,
2013,20100281,University of Texas System,Yes,,TX,5U,2557232356,146,1351353209,253406991,9665954,4056233,989,47,12,39,75,32,218,66,113,33,7,235329,11,491,279,22555829,5140692,55139493,32348335,823,383,6,330,47,708,176,15,192,4,12,18,13,39.9,42,,,,,,,,,,,
2012,20100281,University of Texas System,Yes,,TX,5U,2515822772,136,1316766971,244754359,9323242,4542670,1255,51,18,39,81,23,205,59,110,26,11, ,8,491,266, ,1714873,61309587, ,774,353,18,282,53,618,176,9,171,2,21,22,15,44.8,44.5,,,,,,,,,,,
2011,20100281,University of Texas System,Yes,,TX,5U,2546669877,157,1358973002,222232175,7489265,3515839,1227,57,16,45,75,37,269,69,126,31,,7158547,11,482,267,26454062,5405193,65359377,31746768,719,278,10,256,12,599,156,20,154,8,27,20,13,45.75,47.75,,,,,,,,,,,
2010,20100281,University of Texas System,Yes,,TX,5U,2346099522,175,1319770153,213559144,7726017,4107164,1160,70,24,49,99,43,265,61,131,44,72,762642,7,465,224,13465485,3031362,38309487,24081360,713,368,6,326,37,704,150,23,84,18,28,33,18,46.7,54.3,,,,,,,,,,,
2015,20100282,South Dakota State University,No,Brookings,SD,5U,58372618,14,28670132,1175246,104351,16662,47,12,0,7,2,4,16,1,13,1,0,0,1,25,20,250000,0,2051150,1801150,34,14,0,5,9,14,2,1,8,0,0,0,0, , ,,58,38,1,14.94,,,,,,
2014,20100282,South Dakota State University,No,Brookings,SD,5U,58334787,13,29524308,984316,106289,56345,35,11,0,6,1,6,15,1,12,1,0,0,1,10,21,500000,0,2939816,2439816,38,15,0,9,6,15,4,3,8,0,1,1,0,1,1,,58,38,1,14.94,,,,,,
2013,20100282,South Dakota State University,No,Brookings,SD,5U,63844199,8,33231454,1087750,137397,7476,20,8,0,1,0,7,11,0,8,0,0,0,1,13,13,7500,0,1379853,1372353,33,15,0,11,4,15,,0,7,0,0,0,0,1,1,,58,38,1,14.94,,,,,,
2012,20100282,South Dakota State University,No,Brookings,SD,5U,53242272,5,39090853,868528,128834,64493,26,0,,3,0,2,9,5,5,0,5, ,1,12,12, ,0,3616255, ,61,17,0,9,8,17,1,,0,0,0,0,0,1,1.5,,58,38,1,14.94,,,,,,
2011,20100282,South Dakota State University,No,Brookings,SD,5U,63975967,2,41904141,1210714,207161,53950,25,1,0,2,0,0,0,1,2,0,0,0,0,11,11,0,0,1283837,1283837,63,12,4,4,4,9,0,0,0,0,0,0,0,0.5,1.75,,58,38,1,14.94,,,,,,
2010,20100282,South Dakota State University,No,Brookings,SD,5U,64369000,2,38368000,1450161,85404,10602,22,1,0,1,0,1,0,1,2,0,0,0,0,9,9,0,0,971942,971942,46,9,2,7,0,7,0,,1,0,0,0,0,0.5,1.75,,58,38,1,14.94,,,,,,
2011,20100285,University of Alaska,No,Fairbanks,AK,5U,105500000,1,75064800,5296200,11335,20905,1,1,0,0,1,0,0,0,1,0,,0,0,1,0,25000,0,25000,0,24,3,0,3,0,,0,1,0,0,0,0,0,0,2,24,56,23,1,55.04,,,,,,
2011,20100289,NUtech Ventures,No,Lincoln,NE,5U,235296167,40,105724032,9283642,686620,78035,126,8,3,5,24,11,74,24,32,8,0,0,1,46,37,776980,8893,15357651,14580671,111,60,9,33,18,51,13,,22,0,4,5,3,7,4,24,59,41,1,30.29,32.3,138544,138802,277346,14694,22958
2010,20100289,NUtech Ventures,No,Lincoln,NE,5U,191267272,26,96068588,9123692,368351,131993,83,8,1,6,13,7,34,14,22,4,0,3750,0,65,41,979394,0,1925417,942273,112,56,7,40,9,49,13,2,20,2,6,5,1,7,5,24,59,41,1,30.29,32.3,138544,138802,277346,14694,22958
2012,20120291,The Forsyth Institute,No,Cambridge,MA,4HRI,16960421,2,12607341,4353080,228222,0,2,0,0,1,0,1,2,0,0,2,0,0,0,1,0,35000,0,35000,0,10,10,3,5,2,11,2,,1,0,0,0,0,1,1,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2015,20120292,University of Alaska Anchorage,No,Anchorage,AK,5U,12799517,1,8114894,1890770,112753,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,2,1,3,0,1,1,3,1,1,22,52,25,1,64.46,32.2,152945,145750,298695,27492,33258
2014,20120292,University of Alaska Anchorage,No,Anchorage,AK,5U,12348475,2,7823600,1819200,109307,0,3,0,2,0,0,2,0,2,2,0,0,0,0,1,1,0,0,9500,9500,10,7,0,7,0,13,2,,2,0,,0,,1,1,22,52,25,1,64.46,32.2,152945,145750,298695,27492,33258
2013,20120292,University of Alaska Anchorage,No,Anchorage,AK,5U,13970000,2,8726529,512982,111000,4000,3,2,2,0,0,2,2,0,2,0,0,0,0,1,1,0,0,6500,6500,15,7,0,7,0,9,2,2,2,0,2,2,2,1,0,22,52,25,1,64.46,32.2,152945,145750,298695,27492,33258
